Klasifikasi,KlasifikasiId,TajukLatihan,TajukLatihanId,TempatLatihanId,TempatLatihan,JumlahJam,Jabatan,JabatanId,SkorPenilaian,SkorKlasifikasi
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,JABATAN SAINS HAIWAN DAN PERIKANAN,18,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,SEKOLAH PERNIAGAAN DAN EKONOMI,28,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERHUTANAN DAN ALAM SEKITAR,7,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERHUTANAN DAN ALAM SEKITAR,7,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI BAHASA MODEN DAN KOMUNIKASI,1,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN VETERINAR,10,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMBANGUNAN AKADEMIK,25,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMBANGUNAN AKADEMIK,25,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMBANGUNAN AKADEMIK,25,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMBANGUNAN AKADEMIK,25,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMBANGUNAN AKADEMIK,25,4.719,1
PBP,0,FORUM BULAN PENDIDIK I - UNIVERSITY FOR SOCIETY,0,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMBANGUNAN AKADEMIK,25,4.719,1
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS KOMPUTER DAN TEKNOLOGI MAKLUMAT,14,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI EKOLOGI MANUSIA,3,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PENGAJIAN PENDIDIKAN,6,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,SEKOLAH PERNIAGAAN DAN EKONOMI,28,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERHUTANAN DAN ALAM SEKITAR,7,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,JABATAN SAINS SOSIAL DAN PENGURUSAN,20,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,SEKOLAH PERNIAGAAN DAN EKONOMI,28,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMAJUAN KOMPETENSI BAHASA,24,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMBANGUNAN AKADEMIK,25,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERHUTANAN DAN ALAM SEKITAR,7,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI EKOLOGI MANUSIA,3,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI BAHASA MODEN DAN KOMUNIKASI,1,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS DAN TEKNOLOGI MAKANAN,13,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,SEKOLAH PERNIAGAAN DAN EKONOMI,28,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMBANGUNAN AKADEMIK,25,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT ASASI SAINS PERTANIAN,22,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT ASASI SAINS PERTANIAN,22,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,SEKOLAH PERNIAGAAN DAN EKONOMI,28,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERHUTANAN DAN ALAM SEKITAR,7,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI BAHASA MODEN DAN KOMUNIKASI,1,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERHUTANAN DAN ALAM SEKITAR,7,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMBANGUNAN AKADEMIK,25,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMBANGUNAN AKADEMIK,25,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMBANGUNAN AKADEMIK,25,4.818,2
PBP,0,SESI PERKONGSIAN AMALAN TERBAIK PELAKSANAAN PUTRAMOOC,20,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMBANGUNAN AKADEMIK,25,4.818,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS KOMPUTER DAN TEKNOLOGI MAKLUMAT,14,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS KOMPUTER DAN TEKNOLOGI MAKLUMAT,14,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI KEJURUTERAAN,4,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,SEKOLAH PERNIAGAAN DAN EKONOMI,28,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI EKOLOGI MANUSIA,3,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI EKOLOGI MANUSIA,3,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,SEKOLAH PERNIAGAAN DAN EKONOMI,28,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI EKOLOGI MANUSIA,3,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI BAHASA MODEN DAN KOMUNIKASI,1,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,JABATAN SAINS PERHUTANAN,19,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,JABATAN SAINS PERHUTANAN,19,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,JABATAN SAINS PERHUTANAN,19,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,SEKOLAH PERNIAGAAN DAN EKONOMI,28,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,SEKOLAH PERNIAGAAN DAN EKONOMI,28,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PENGAJIAN PENDIDIKAN,6,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PENGAJIAN PENDIDIKAN,6,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PENGAJIAN PENDIDIKAN,6,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,SEKOLAH PERNIAGAAN DAN EKONOMI,28,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI BAHASA MODEN DAN KOMUNIKASI,1,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI REKABENTUK DAN SENIBINA,11,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERHUTANAN DAN ALAM SEKITAR,7,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,JABATAN SAINS SOSIAL DAN PENGURUSAN,20,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI BAHASA MODEN DAN KOMUNIKASI,1,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI REKABENTUK DAN SENIBINA,11,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI EKOLOGI MANUSIA,3,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT PEMBANGUNAN AKADEMIK,25,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI EKOLOGI MANUSIA,3,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI KEJURUTERAAN,4,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PENGAJIAN PENDIDIKAN,6,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI BIOTEKNOLOGI DAN SAINS BIOMOLEKUL,2,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI BIOTEKNOLOGI DAN SAINS BIOMOLEKUL,2,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS KOMPUTER DAN TEKNOLOGI MAKLUMAT,14,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI BIOTEKNOLOGI DAN SAINS BIOMOLEKUL,2,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERHUTANAN DAN ALAM SEKITAR,7,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI REKABENTUK DAN SENIBINA,11,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS KOMPUTER DAN TEKNOLOGI MAKLUMAT,14,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI BIOTEKNOLOGI DAN SAINS BIOMOLEKUL,2,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,SEKOLAH PERNIAGAAN DAN EKONOMI,28,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI BAHASA MODEN DAN KOMUNIKASI,1,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI BAHASA MODEN DAN KOMUNIKASI,1,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERTANIAN,8,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI EKOLOGI MANUSIA,3,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,SEKOLAH PERNIAGAAN DAN EKONOMI,28,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI BAHASA MODEN DAN KOMUNIKASI,1,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PENGAJIAN PENDIDIKAN,6,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI SAINS,12,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,FAKULTI PERUBATAN DAN SAINS KESIHATAN,9,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,JABATAN SAINS TANAMAN,21,4.789,2
PBP,0,PUTRAFLEX: KURIKULUM FLEKSIBEL UPM,19,0,PLATFORM DALAM TALIAN: ZOOM & YOUTUBE,2,PUSAT ASASI SAINS PERTANIAN,22,4.789,2
